,StudentId,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
319,386595,male,group C,some college,standard,completed,divorced,regularly,yes,1.0,school_bus,< 5,58,64,57
320,932066,male,group B,some high school,free/reduced,none,married,regularly,yes,5.0,private,5 - 10,60,72,64
321,299137,male,group E,some high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,71,62,56
322,966780,female,group B,some college,standard,none,,regularly,no,3.0,school_bus,5 - 10,69,74,73
323,236825,female,group A,high school,free/reduced,none,divorced,never,yes,4.0,school_bus,5 - 10,42,43,47
324,357305,female,group E,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,80,96,93
326,706893,male,group C,some high school,standard,completed,married,never,no,4.0,school_bus,< 5,75,65,68
327,884733,male,group E,some college,standard,none,married,never,yes,4.0,school_bus,> 10,82,76,69
329,289534,male,group B,master's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,96,99,95
330,999871,male,group B,master's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,66,70
331,962394,female,group B,some high school,standard,none,divorced,regularly,yes,0.0,school_bus,5 - 10,54,56,56
332,291160,male,group D,associate's degree,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,65,66,64
333,639757,male,group B,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,74,82,70
334,662789,male,,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,86,79,71
335,405561,male,group C,master's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,96,86,88
336,578508,female,group A,associate's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,70,68,78
337,284279,female,group B,some college,free/reduced,none,married,sometimes,no,3.0,private,> 10,67,80,80
338,247263,female,group D,associate's degree,free/reduced,completed,widowed,sometimes,yes,1.0,,> 10,67,78,76
339,301914,male,group D,bachelor's degree,free/reduced,completed,divorced,sometimes,no,5.0,school_bus,,50,57,64
341,359937,male,group D,high school,standard,none,married,regularly,yes,1.0,private,< 5,78,73,75
342,534104,male,group B,some high school,standard,none,divorced,sometimes,no,4.0,school_bus,< 5,76,78,72
343,224461,female,group C,some college,standard,completed,divorced,sometimes,yes,4.0,private,< 5,93,98,98
344,363051,male,group C,some college,standard,completed,single,regularly,yes,2.0,,5 - 10,80,77,77
345,544198,female,group C,,standard,completed,married,regularly,yes,0.0,private,< 5,85,83,95
346,685727,male,group E,high school,standard,none,married,sometimes,yes,2.0,private,5 - 10,100,82,79
347,660550,female,group C,,standard,none,single,sometimes,yes,4.0,private,5 - 10,79,93,86
348,703771,male,group C,bachelor's degree,standard,none,married,never,yes,6.0,school_bus,< 5,70,69,73
349,535880,male,group C,high school,standard,,single,regularly,yes,3.0,school_bus,< 5,67,74,70
350,218039,male,,some college,standard,none,married,sometimes,yes,0.0,school_bus,< 5,68,74,68
351,840617,female,group C,high school,standard,,single,sometimes,yes,5.0,private,< 5,66,78,80
352,304070,male,group B,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,57,50,57
353,543774,female,group B,some college,free/reduced,none,single,never,no,1.0,school_bus,> 10,51,69,61
354,720334,female,group C,master's degree,free/reduced,completed,single,sometimes,yes,2.0,,5 - 10,50,63,67
356,248896,female,group C,high school,free/reduced,none,single,sometimes,no,1.0,private,5 - 10,46,57,50
357,855729,female,group C,master's degree,free/reduced,none,single,sometimes,,2.0,private,< 5,59,65,63
358,967796,female,group D,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,78,81,79
359,674674,male,group D,some high school,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,62,48,51
360,205146,female,,high school,free/reduced,none,,sometimes,yes,1.0,school_bus,5 - 10,55,52,57
361,487619,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,private,> 10,57,57,53
362,182213,female,group D,high school,standard,completed,married,sometimes,yes,,private,< 5,77,90,90
363,693281,male,group E,associate's degree,standard,completed,married,,yes,3.0,private,5 - 10,80,76,78
364,210426,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,46,52,52
365,801130,female,group B,associate's degree,standard,completed,single,sometimes,yes,3.0,school_bus,5 - 10,66,81,82
366,903074,male,group D,high school,free/reduced,completed,married,sometimes,,3.0,private,5 - 10,87,83,83
367,667188,female,group D,associate's degree,standard,completed,single,sometimes,no,2.0,school_bus,> 10,86,99,100
368,701153,female,group D,master's degree,standard,none,married,sometimes,yes,1.0,private,< 5,76,78,87
369,554691,male,group A,bachelor's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,61,61,52
370,406168,male,group B,some college,standard,none,single,regularly,yes,3.0,private,< 5,56,53,50
371,521421,female,group E,high school,free/reduced,none,single,never,yes,2.0,private,> 10,60,72,67
372,277712,female,group C,some college,standard,none,married,sometimes,yes,,school_bus,> 10,78,77,84
373,932591,male,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,> 10,56,51,46
375,429118,female,group D,,standard,none,single,regularly,yes,3.0,school_bus,,82,90,89
376,475193,female,group E,some college,standard,completed,single,regularly,yes,2.0,school_bus,> 10,76,75,72
377,165110,male,group E,some high school,standard,none,married,regularly,yes,4.0,school_bus,> 10,85,65,62
378,437504,female,group C,bachelor's degree,standard,completed,single,regularly,yes,1.0,,5 - 10,66,66,73
379,660247,female,group D,associate's degree,free/reduced,none,divorced,never,yes,5.0,private,5 - 10,41,54,47
380,990282,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,61,70,70
381,544384,male,group D,associate's degree,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,94,85,93
382,702914,female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,46,65,50
383,865507,male,group B,some college,standard,none,,sometimes,yes,2.0,school_bus,5 - 10,73,66,68
384,668632,male,group E,some college,standard,none,married,regularly,,1.0,school_bus,> 10,56,40,38
385,498459,male,group D,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,94,76,80
386,994211,female,,master's degree,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,89,84,90
387,365063,male,group B,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,76,72,73
388,185762,male,group D,some college,standard,none,single,regularly,yes,3.0,private,5 - 10,83,75,70
389,470361,male,group C,associate's degree,free/reduced,none,married,,no,2.0,school_bus,5 - 10,54,55,50
390,158129,male,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,70,59,60
391,979733,male,group A,some high school,free/reduced,completed,married,regularly,yes,1.0,private,< 5,37,47,45
392,237999,female,group E,master's degree,standard,completed,single,sometimes,yes,5.0,school_bus,5 - 10,98,100,99
393,479481,female,group C,high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,58,77,72
394,721537,female,,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,58,72,66
395,204054,male,group C,master's degree,standard,none,married,never,yes,0.0,school_bus,5 - 10,50,59,53
396,217219,male,group B,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,73,65,63
397,169549,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,0.0,private,< 5,67,58,67
398,782469,female,group D,some high school,standard,,married,sometimes,yes,0.0,school_bus,> 10,79,89,86
399,472413,male,group C,some high school,standard,none,divorced,sometimes,,0.0,private,< 5,76,71,73
400,312643,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,65,67,62
401,851156,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,> 10,88,86,84
402,183637,male,group A,some high school,standard,none,single,regularly,no,2.0,school_bus,< 5,53,52,48
403,197153,female,group C,high school,standard,completed,single,regularly,yes,1.0,private,> 10,53,67,72
404,581705,male,group D,master's degree,standard,completed,married,sometimes,yes,2.0,private,> 10,100,100,100
405,918452,male,group D,associate's degree,standard,none,married,sometimes,yes,1.0,private,> 10,72,68,69
406,553151,male,group D,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,78,68,71
407,891969,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2.0,school_bus,< 5,54,57,62
408,261525,male,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,49,43,43
409,129723,female,group D,some college,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,59,66,60
410,245663,male,group E,some college,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,73,66,66
411,918857,male,group C,bachelor's degree,standard,none,single,regularly,,0.0,school_bus,5 - 10,96,84,83
412,611073,female,group C,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,70,75,77
413,746466,female,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,66,65
414,422962,female,group C,high school,standard,none,married,sometimes,no,1.0,,5 - 10,82,96,90
415,851847,male,group B,associate's degree,standard,none,married,sometimes,no,4.0,private,5 - 10,60,56,54
416,166209,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,48,47,49
417,433890,female,group B,some high school,free/reduced,completed,single,sometimes,yes,6.0,school_bus,,54,71,71
418,537038,male,group C,high school,free/reduced,completed,married,regularly,yes,2.0,,5 - 10,51,61,60
419,580232,male,,master's degree,standard,none,married,regularly,yes,,school_bus,< 5,90,92,84
420,259949,female,group D,some college,free/reduced,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,82,87,87
421,449712,female,group C,some high school,free/reduced,completed,single,sometimes,yes,0.0,private,< 5,60,71,74
422,120644,female,group A,high school,standard,completed,divorced,never,no,3.0,private,5 - 10,58,85,82
423,443248,female,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,64,78,75
424,616752,female,group E,high school,standard,,divorced,sometimes,yes,4.0,private,5 - 10,70,74,77
425,657923,female,group C,bachelor's degree,standard,completed,single,regularly,yes,3.0,private,< 5,72,83,80
426,131137,female,group C,master's degree,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,71,90,94
427,448132,male,,high school,standard,none,married,regularly,yes,1.0,,5 - 10,56,58,56
428,500769,male,group E,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,86,76,82
429,863512,female,,some college,standard,completed,single,regularly,no,2.0,private,< 5,59,79,85
430,999462,male,group C,associate's degree,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,76,68,60
431,141694,female,group C,some college,standard,,married,never,yes,3.0,school_bus,5 - 10,63,71,66
432,938188,male,group B,some high school,standard,none,divorced,regularly,yes,7.0,school_bus,< 5,71,72,64
433,599532,female,group C,some high school,free/reduced,none,single,regularly,yes,,school_bus,,35,52,51
434,677723,female,group B,some high school,standard,none,married,sometimes,yes,5.0,,< 5,60,83,74
435,153092,male,group D,some college,free/reduced,completed,married,regularly,yes,1.0,,< 5,59,62,70
436,991188,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,77,80,80
437,723056,male,group B,high school,standard,completed,divorced,sometimes,yes,3.0,school_bus,< 5,47,57,46
438,805240,female,group E,associate's degree,standard,none,married,sometimes,yes,3.0,private,> 10,64,59,68
439,659067,female,group B,some high school,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,81,93,88
440,425608,female,group E,some college,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,70,76,79
441,820360,male,group C,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,83,89,84
442,947583,female,group E,some college,standard,none,divorced,sometimes,no,1.0,private,> 10,58,60,68
443,927203,male,group B,,standard,none,married,regularly,no,1.0,school_bus,> 10,72,65,59
444,170167,female,group B,,standard,completed,single,regularly,yes,2.0,private,5 - 10,59,63,66
445,802448,male,group B,some high school,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,74,65,65
446,467185,female,group D,high school,standard,none,married,never,yes,3.0,school_bus,5 - 10,76,91,85
447,754495,female,group B,,standard,none,married,regularly,yes,1.0,school_bus,< 5,76,87,78
448,305346,male,group C,associate's degree,free/reduced,none,married,regularly,yes,4.0,private,< 5,55,53,51
449,613208,female,group D,some college,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,45,55,52
450,250105,male,group D,some high school,free/reduced,completed,,regularly,no,3.0,school_bus,5 - 10,69,69,75
451,874474,female,group D,some college,free/reduced,none,married,sometimes,yes,4.0,private,5 - 10,68,72,69
452,558379,female,group B,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,93,86,92
453,371608,female,group B,high school,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,64,73,65
454,487402,female,group D,some college,free/reduced,,married,sometimes,yes,2.0,school_bus,< 5,64,68,77
455,553143,female,group D,bachelor's degree,standard,completed,divorced,never,yes,5.0,private,5 - 10,72,86,82
456,717593,female,group D,,standard,none,married,sometimes,yes,3.0,private,5 - 10,61,74,80
457,606586,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,36,44,47
458,518221,male,group D,bachelor's degree,standard,none,married,regularly,yes,3.0,private,< 5,76,77,83
459,792231,male,,some college,standard,none,married,,yes,2.0,school_bus,,93,90,87
460,716803,female,group C,some high school,standard,,married,never,yes,0.0,school_bus,> 10,71,82,82
461,506123,female,group A,master's degree,free/reduced,none,married,sometimes,yes,3.0,private,< 5,57,68,69
